id,약국명,상세주소,위도,경도
PHMD120123000034084000008,옥광약국,서울특별시 종로구 창경궁로 162-1 (원남동),37.5201398,126.9718634
PHMD120123000034084000009,하트약국,서울특별시 종로구 대학로 128 1층 (동숭동),37.5415342,126.97239
PHMD119993000034084000005,영화약국,서울특별시 종로구 종로41길 47 (종로6가),37.5338823,127.0090525
PHMD120003000034084000002,새현대약국,서울특별시 종로구 사직로 130 38호 (적선동),37.5486405,127.0169238
PHMD120003000034084000009,인성약국,서울특별시 종로구 통일로 250 (무악동),37.5439995,127.0225987
PHMD120003000034084000012,한마음약국,서울특별시 종로구 창경궁로 158 (원남동),37.5371206,127.0550961
PHMD120003000034084000013,국일약국,서울특별시 종로구 종로16길 12 (관철동),37.5645052,127.0535335
PHMD119973000034084000003,은성약국,서울특별시 종로구 삼일대로 434 (낙원동),37.5409152,127.017273
PHMD119983000034084000001,동시약국,서울특별시 종로구 종로 202-1 (종로4가 동흥빌딩),37.5621482,127.0379421
PHMD119993000034084000003,보성온누리약국,서울특별시 종로구 명륜길 22 (명륜1가),37.5438853,127.0572038
PHMD120083000034084000004,김해약국,서울특별시 종로구 종로 206 (종로5가),37.5674809,127.0288551
PHMD120083000034084000006,동남약국,서울특별시 종로구 종로 124 (종로3가),37.550325,127.0243664
PHMD120083000034084000007,세민약국,서울특별시 종로구 자하문로7길 73 101호 (누하동 트라이빌),37.5572685,127.0195834
PHMD120083000034084000008,동서약국,서울특별시 종로구 종로 222 (종로5가),37.537801,127.0520833
PHMD120183000034084000009,세종약국,서울특별시 종로구 세종대로23길 54 세종빌딩 지하1층 130호 (당주동),37.5500004,127.0135968
PHMD119803000034084000006,내자약국,서울특별시 종로구 사직로 107 1층 (내자동 한빛빌딩),37.5627213,127.0334331
PHMD119843000034084000002,진약국,서울특별시 종로구 돈화문로9가길 20 (돈의동),37.5611276,127.0397537
PHMD120153000034084000016,종로오가약국,서울특별시 종로구 종로 213-1 (종로5가),37.5465935,127.0142975
PHMD120153000034084000017,새종로약국,서울특별시 종로구 종로 199-2 (종로4가),37.5560063,127.0392207
PHMD120153000034084000020,광장약국,서울특별시 종로구 종로 193-2 12층 (종로4가),37.5447624,127.054203
PHMD120163000034084000006,종로온누리약국,서울특별시 종로구 종로 293 1층 (창신동 하나저축은행),37.5689559,127.0279598
PHMD119653000034084000001,동인약국,서울특별시 종로구 창신길 11 (창신동),37.5373854,127.0552025
PHMD119653000034084000002,대흥사약국,서울특별시 종로구 돈화문로6가길 40 (봉익동),37.5624577,127.0340319
PHMD120083000034084000014,공생약국,서울특별시 종로구 종로 228 1층 (종로5가),37.5578136,127.0230555
PHMD120083000034084000012,종로약국,서울특별시 종로구 종로 195 (종로4가),37.5646738,127.0320983
PHMD120083000034084000013,새동서약국,서울특별시 종로구 동호로 403 19호 (종로5가),37.5529824,127.0463364
PHMD120023000034084000003,함춘약국,서울특별시 종로구 대학로 93 대한성공회 대학로교회 12층 (연건동),37.5437104,127.0152436
PHMD120153000034084000023,대박약국,서울특별시 종로구 종로 19 3층 327호 (종로1가 르메이에르종로타운),37.568832,127.0252724
PHMD120153000034084000024,엄약국,서울특별시 종로구 종로 227 (종로5가 엄약국),37.5548263,127.0709122
PHMD120153000034084000025,단골온누리약국,서울특별시 종로구 지봉로 50 (숭인동 필빌딩),37.5461925,127.0481679
PHMD120073000034084000007,대경약국,서울특별시 종로구 종로51나길 2 (창신동),37.5608476,127.0392299
PHMD120073000034084000008,금왕약국,서울특별시 종로구 창신5길 19 (창신동),37.5446009,127.0568847
PHMD120093000034084000005,제신약국,서울특별시 종로구 종로 266 D동 (종로6가 동대문종합시장),37.5462843,127.0494976
PHMD120153000034084000027,메디칼서울약국,서울특별시 종로구 대학로9길 6 1층2층 (명륜4가),37.5476903,127.0264276
PHMD120163000034084000002,봄약국,서울특별시 종로구 지봉로 37-1 1층 (창신동),37.5430298,127.0133661
PHMD120023000034084000006,수도약국,서울특별시 종로구 인사동길 40 (관훈동),37.5468967,127.0222403
PHMD120033000034084000001,정성약국,서울특별시 종로구 종로 399 (숭인동),37.551444,127.025306
PHMD120033000034084000004,정문약국,서울특별시 종로구 창경궁로 162-2 (원남동),37.5422885,127.0181535
PHMD120103000034084000001,마이팜약국,서울특별시 종로구 통일로16길 2 (무악동),37.5436373,127.0578463
PHMD120103000034084000002,인제약국,서울특별시 종로구 종로 194 (종로4가),37.5658317,127.043053
PHMD120093000034084000014,국화약국,서울특별시 종로구 평창11길 3 1층 (평창동 쇼핑센타뉴본),37.5452446,127.0570452
PHMD120093000034084000015,사랑약국,서울특별시 종로구 진흥로 432 1층 3호 (구기동),37.5638949,127.0528315
PHMD119733000034084000001,종로프라자약국,서울특별시 종로구 자하문로 63 (옥인동),37.5481434,127.0272908
PHMD119763000034084000001,희망약국,서울특별시 종로구 율곡로 204 (연건동),37.56325,127.0419088
PHMD119763000034084000002,참약국,서울특별시 종로구 종로 22 606호 (서린동 인주빌딩),37.5605018,127.0352728
PHMD120063000034084000004,대도약국,서울특별시 종로구 우정국로 38-1 1층 (견지동),37.5484019,127.0176953
PHMD120063000034084000005,현대온누리약국,서울특별시 종로구 율곡로 75 지하1층 (계동),37.5544207,127.0454783
PHMD120063000034084000007,신코아약국,서울특별시 종로구 종로12길 23 1층 (관철동),37.5462198,127.0533607
PHMD120063000034084000009,청자약국,서울특별시 종로구 명륜길 70 (명륜3가),37.5525161,127.0462756
PHMD120063000034084000011,보람약국,서울특별시 종로구 종로 326 (창신동),37.5637945,127.0353663
PHMD120063000034084000012,대서울약국,서울특별시 종로구 창경궁로 158 2층 (원남동),37.5689559,127.0279598
PHMD119923000034084000001,성당약국,서울특별시 종로구 수표로 115 1층 (낙원동),37.5403071,127.0626079
PHMD119923000034084000003,한독약국,서울특별시 종로구 동숭길 52 (동숭동),37.5468233,127.0546783
PHMD119923000034084000004,백화점약국,서울특별시 종로구 종로 234-1 (종로5가),37.5485535,127.0232703
PHMD120073000034084000002,지영오행당약국,서울특별시 종로구 성균관로 32-2 (명륜2가),37.5597877,127.0414053
PHMD120073000034084000015,동아약국,서울특별시 종로구 종로 192 (종로4가),37.5467176,127.0309668
PHMD120073000034084000017,광교약국,서울특별시 종로구 청계천로 49 (관철동),37.5675592,127.0287352
PHMD119693000034084000001,시민약국,서울특별시 종로구 자하문로 2 (적선동),37.5695572,127.031966
PHMD120173000034084000018,종로우리약국,서울특별시 종로구 종로 202 1층 (종로4가),37.5695572,127.031966
PHMD120173000034084000020,참조은약국,서울특별시 종로구 종로 266 동대문종합시장 A동 7층 705호 (종로6가),37.558245,127.0300355
PHMD120123000034084000013,열린온누리약국,서울특별시 종로구 숭인동길 21 (숭인동 종로청계힐스테이트상가 가동 101호),37.5495276,127.0471998
PHMD120073000034084000020,소담약국,서울특별시 종로구 성균관로 18 (명륜2가),37.5663079,127.0369547
PHMD120083000034084000003,이약국,서울특별시 종로구 지봉로 43 (창신동),37.5401176,127.0163862
PHMD120183000034084000001,종각팜약국,서울특별시 종로구 종로 68 대한기독교서회 1층 (종로2가),37.5695013,127.0424514
PHMD120183000034084000002,온유약국,서울특별시 종로구 종로 205 (종로5가),37.5483946,127.0213722
PHMD120183000034084000004,서울위드팜약국,서울특별시 종로구 대학로 119 1 2층 (명륜4가),37.5658212,127.0416427
PHMD120183000034084000007,서대문권약국,서울특별시 종로구 새문안로 15-1 1층 (평동),37.5600018,127.0409445
PHMD119773000034084000002,명륜시장약국,서울특별시 종로구 성균관로 56-1 (명륜1가),37.5555573,127.0289482
PHMD119793000034084000005,종로세란약국,서울특별시 종로구 종로41길 4 (종로6가),37.5598989,127.0415624
PHMD119803000034084000001,성심약국,서울특별시 종로구 지봉로 61 1층 (창신동),37.5581317,127.0354448
PHMD119803000034084000002,민약국,서울특별시 종로구 사직로12길 26 (내자동),37.5374152,127.0550935
PHMD119803000034084000003,동호약국,서울특별시 종로구 성균관로 53 (명륜3가),37.5418197,127.0102397
PHMD120053000034084000004,충신약국,서울특별시 종로구 율곡로 259 (충신동),37.5689559,127.0279598
PHMD119873000034084000002,옥인온누리약국,서울특별시 종로구 자하문로2길 4 103호 (적선동 경복빌딩),37.5484002,127.065896
PHMD119883000034084000001,정민약국,서울특별시 종로구 대학로9길 37 (명륜4가),37.5437053,127.0224328
PHMD119883000034084000002,종근당약국,서울특별시 종로구 종로 230-1 (종로5가),37.5613698,127.0347141
PHMD119883000034084000005,우리약국,서울특별시 종로구 옥인길 32-5 (옥인동),37.5498685,127.0162524
PHMD120173000034084000010,숭인약국,서울특별시 종로구 종로 407 (숭인동),37.5377259,127.0523751
PHMD120173000034084000016,서울온누리약국,서울특별시 종로구 대학로5길 54 1층 (연건동 우욱하우스),37.5483577,127.0210592
PHMD120193000034084000001,힐링약국,서울특별시 종로구 종로5길 13 삼공빌딩 지하1층 (청진동),37.5500942,127.0670382
PHMD120193000034084000002,창신사랑온누리약국,서울특별시 종로구 지봉로 77-3 1층 (창신동),37.5629337,127.054769
PHMD120193000034084000006,엄마약국,서울특별시 종로구 종로 193-1 1층 (종로4가),37.5483928,127.0656494
PHMD120193000034084000003,파랑새약국,서울특별시 종로구 대학로 121 1호 2호 (명륜4가),37.562166,127.0321884
PHMD120193000034084000007,정다운약국,서울특별시 종로구 종로 339 1층 (창신동),37.5468996,127.0489632
PHMD120193000034084000004,종로백제약국,서울특별시 종로구 종로 235 백제약국 1층 (종로5가),37.5594683,127.0404632
PHMD120193000034084000005,동대문연약국,서울특별시 종로구 종로 272 동대문종합시장 신관 신관동 지하1층 018호 (종로6가),37.57016,127.042999
PHMD120193000034084000011,광화문123약국,서울특별시 종로구 삼봉로 44 1층 (청진동),37.5654359,127.0348356
PHMD120193000034084000012,신아산약국,서울특별시 종로구 종로 255-2 1층 (종로5가),37.5442232,127.049225
PHMD120193000034084000013,건강약국,서울특별시 종로구 혜화로 2 1층 (혜화동),37.544524,127.065004
PHMD120193000034084000014,세검정약국,서울특별시 종로구 세검정로6길 104 1층 (신영동),37.5481659,127.0194469
PHMD120193000034084000016,새명성약국,서울특별시 종로구 새문안로 85 1층 (신문로1가),37.5626248,127.0541074
PHMD120193000034084000019,송이약국,서울특별시 종로구 종로 19 르메이에르종로타운1 2층 206-1호 (종로1가),37.5613016,127.0257932
PHMD120193000034084000017,굿모닝약국,서울특별시 종로구 경교장길 35 3137호 (평동 경희궁자이 3단지),37.5644318,127.03094
PHMD120193000034084000018,대한약국,서울특별시 종로구 대학로5길 57 12층 (연건동),37.5374541,127.0540995
PHMD120223000034084000004,보배종로약국,서울특별시 종로구 종로 226-1(종로5가),37.5669963,127.0290878
PHMD120223000034084000002,바른약국,서울특별시 종로구 대학로 89 대학로빌딩 1층 (연건동),37.5664459,127.030702
PHMD120223000034084000005,시온약국,서울특별시 종로구 종로 241-1(종로5가),37.5547663,127.020345
PHMD120223000034084000003,삼원온누리약국,서울특별시 종로구 새문안로 103-1 1층 1호 (신문로1가),37.5681806,127.0279313
PHMD120193000034084000020,일등약국,서울특별시 종로구 경교장길 35 상가동 31483149호 (평동 경희궁자이 3단지),37.5471557,127.0547872
PHMD120203000034084000001,위드팜삼정바로약국,서울특별시 종로구 경교장길 35 315231533154호 (평동 경희궁자이 3단지),37.5481357,127.0195978
PHMD120203000034084000004,유한약국,서울특별시 종로구 종로 230-2 1층 (종로5가),37.5425339,127.0164563
PHMD120203000034084000005,호수약국,서울특별시 종로구 삼봉로 57 호수빌딩 지하1층 (수송동),37.5555573,127.0289482
PHMD120223000034084000001,북촌약국,서울특별시 종로구 율곡로3길 71 1층 (소격동),37.5453477,127.0542691
PHMD120203000034084000007,서울혜화약국,서울특별시 종로구 대학로 123 1층 (명륜4가),37.5364772,127.0598396
PHMD120203000034084000008,일신약국,서울특별시 종로구 종로 224 1층 (종로5가),37.561807,127.0534725
PHMD120213000034084000013,동화약국,서울특별시 종로구 창경궁로 234 동화빌딩 103호 (명륜4가),37.5543052,127.0198293
PHMD120213000034084000016,가람약국,서울특별시 종로구 사직로8길 4 301동 B127호 (사직동 광화문 풍림스페이스본),37.5584629,127.0333014
PHMD120213000034084000015,유성약국,서울특별시 종로구 동호로 408 흥일빌딩 (종로5가),37.5553878,127.0248889
PHMD120203000034084000009,초원약국,서울특별시 종로구 자하문로 1 1층 1호 (내자동),37.5422885,127.0181535
PHMD120213000034084000012,당근약국,서울특별시 종로구 새문안로 83 1층 (신문로1가),37.5379815,127.0524522
PHMD120213000034084000011,정약국,서울특별시 종로구 종로 115 낙원빌딩 4층 403호 (종로3가),37.5603083,127.0414983
PHMD120213000034084000010,삼정김약국,서울특별시 종로구 새문안로 19 지하층 (평동),37.5660266,127.0343481
PHMD120213000034084000009,믿음약국,서울특별시 종로구 종로 335-1 명제빌딩 지하1층 (창신동),37.5599294,127.0413198
PHMD120183000034084000010,창신종로약국,서울특별시 종로구 창신길 47 (창신동),37.5604966,127.0671383
PHMD120183000034084000011,백수약국,서울특별시 종로구 종로 233-1 신화빌딩 (종로5가),37.5170971,127.0188558
PHMD120183000034084000012,대명약국,서울특별시 종로구 종로 256-1 대명빌딩 1층 (종로5가),37.5699322,127.0378204
PHMD120203000034084000006,금송약국,서울특별시 종로구 종로 226 송화빌딩 1층 (종로5가),37.5422258,127.0141937
PHMD120183000034084000016,이화약국,서울특별시 종로구 대학로5길 53 1층 (연건동),37.5554834,127.0244633
PHMD120203000034084000013,종로엔약국,서울특별시 종로구 종로 65 103호 (종로2가),37.5651883,127.0542199
PHMD120203000034084000012,교회옆약국,서울특별시 종로구 대학로5길 35 101호 201호 (연건동),37.5484405,127.0180117
PHMD120203000034084000011,종각호약국,서울특별시 종로구 종로 80-2 삼양빌딩 1층 (종로2가),37.5605018,127.0352728
PHMD120203000034084000014,서울이약국,서울특별시 종로구 대학로5길 51 101호 (연건동),37.544577,127.055991
PHMD120203000034084000015,종로시장약국,서울특별시 종로구 종로 233 1층 (종로5가),37.5484616,127.0231628
PHMD120203000034084000016,늘푸른약국,서울특별시 종로구 새문안로 17 4.19기념도서관 2층 (평동),37.5528666,127.0223753
PHMD120213000034084000008,한누리약국,서울특별시 종로구 새문안로5가길 33 한누리빌딩 1층 (내자동),37.546432,127.0490419
PHMD120213000034084000006,종로센트럴약국,서울특별시 종로구 종로 127-2 영흥빌딩 104호 (종로3가),37.5586851,127.0372305
